danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,album,explicit,artists,added_at
0.667,0.45,9.0,-11.344,1.0,0.0736,0.923,0.000273,0.127,0.882,134.947,audio_features,5bCaepILVR1N9UZjVdr7db,spotify:track:5bCaepILVR1N9UZjVdr7db,https://api.spotify.com/v1/tracks/5bCaepILVR1N9UZjVdr7db,https://api.spotify.com/v1/audio-analysis/5bCaepILVR1N9UZjVdr7db,264400,4.0,Jota Carupanera,Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.516,0.507,4.0,-9.684,0.0,0.0504,0.771,0.0,0.173,0.655,144.155,audio_features,34YkTwUJ81U7f3Rxu3XXiH,spotify:track:34YkTwUJ81U7f3Rxu3XXiH,https://api.spotify.com/v1/tracks/34YkTwUJ81U7f3Rxu3XXiH,https://api.spotify.com/v1/audio-analysis/34YkTwUJ81U7f3Rxu3XXiH,197933,3.0,Amor Bonito,Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.522,0.39,7.0,-11.04,1.0,0.0692,0.867,1.84e-06,0.11,0.474,90.1,audio_features,5kbmJYyQjr01vnJVFW4pLO,spotify:track:5kbmJYyQjr01vnJVFW4pLO,https://api.spotify.com/v1/tracks/5kbmJYyQjr01vnJVFW4pLO,https://api.spotify.com/v1/audio-analysis/5kbmJYyQjr01vnJVFW4pLO,289200,3.0,Anhelante / la Bikina,Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.431,0.791,11.0,-7.894,0.0,0.0423,0.482,0.000191,0.217,0.871,108.733,audio_features,6Jhh3sQYuvKyYOh2r2NMdL,spotify:track:6Jhh3sQYuvKyYOh2r2NMdL,https://api.spotify.com/v1/tracks/6Jhh3sQYuvKyYOh2r2NMdL,https://api.spotify.com/v1/audio-analysis/6Jhh3sQYuvKyYOh2r2NMdL,281760,4.0,Las Dos Luisas,Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.549,0.438,1.0,-13.123,1.0,0.113,0.901,8.79e-05,0.0798,0.693,92.073,audio_features,5MCUeXNd6Hc3kaMehd6864,spotify:track:5MCUeXNd6Hc3kaMehd6864,https://api.spotify.com/v1/tracks/5MCUeXNd6Hc3kaMehd6864,https://api.spotify.com/v1/audio-analysis/5MCUeXNd6Hc3kaMehd6864,263960,4.0,Guácara,Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.422,0.273,10.0,-14.327,0.0,0.0472,0.919,1.6e-05,0.109,0.285,176.244,audio_features,6Z9k5OX6gsuTuUHwzWHUMv,spotify:track:6Z9k5OX6gsuTuUHwzWHUMv,https://api.spotify.com/v1/tracks/6Z9k5OX6gsuTuUHwzWHUMv,https://api.spotify.com/v1/audio-analysis/6Z9k5OX6gsuTuUHwzWHUMv,213800,3.0,La Jota de Mi Canto,Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.58,0.484,10.0,-12.435,1.0,0.0774,0.847,0.859,0.0998,0.619,92.412,audio_features,3Q6mvifqWMzJOy5T4TBUIz,spotify:track:3Q6mvifqWMzJOy5T4TBUIz,https://api.spotify.com/v1/tracks/3Q6mvifqWMzJOy5T4TBUIz,https://api.spotify.com/v1/audio-analysis/3Q6mvifqWMzJOy5T4TBUIz,425760,4.0,De Conde a Principal,Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.624,0.631,0.0,-8.986,1.0,0.0673,0.716,0.0,0.223,0.954,89.358,audio_features,3XttAMKhLlIgGk4atNBiyg,spotify:track:3XttAMKhLlIgGk4atNBiyg,https://api.spotify.com/v1/tracks/3XttAMKhLlIgGk4atNBiyg,https://api.spotify.com/v1/audio-analysis/3XttAMKhLlIgGk4atNBiyg,165666,4.0,La Carta,Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.675,0.347,9.0,-13.115,0.0,0.0632,0.926,5.06e-05,0.125,0.638,127.169,audio_features,5oTrZaBe4k8GH1gw9XdcL1,spotify:track:5oTrZaBe4k8GH1gw9XdcL1,https://api.spotify.com/v1/tracks/5oTrZaBe4k8GH1gw9XdcL1,https://api.spotify.com/v1/audio-analysis/5oTrZaBe4k8GH1gw9XdcL1,285680,4.0,Presagio,Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.465,0.742,2.0,-10.722,1.0,0.0477,0.808,0.839,0.112,0.824,138.788,audio_features,1Tie4IQ9nI3zOCVHcd6fPG,spotify:track:1Tie4IQ9nI3zOCVHcd6fPG,https://api.spotify.com/v1/tracks/1Tie4IQ9nI3zOCVHcd6fPG,https://api.spotify.com/v1/audio-analysis/1Tie4IQ9nI3zOCVHcd6fPG,288186,4.0,Zumbacumlaude (Zumba Que Zumba),Gualberto + C4,False,"Gualberto Ibarreto,C4 Trío",2020-07-26T21:34:22Z
0.555,0.0722,8.0,-25.623,1.0,0.054,0.993,0.941,0.71,0.2,120.618,audio_features,1HDvPBsbQVD6VU0XbSxX22,spotify:track:1HDvPBsbQVD6VU0XbSxX22,https://api.spotify.com/v1/tracks/1HDvPBsbQVD6VU0XbSxX22,https://api.spotify.com/v1/audio-analysis/1HDvPBsbQVD6VU0XbSxX22,435160,4.0,Poor Butterfly,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.488,0.157,5.0,-24.077,0.0,0.0642,0.992,0.939,0.706,0.488,88.43,audio_features,5ffMC3tdEyTLE982JYH9Pq,spotify:track:5ffMC3tdEyTLE982JYH9Pq,https://api.spotify.com/v1/tracks/5ffMC3tdEyTLE982JYH9Pq,https://api.spotify.com/v1/audio-analysis/5ffMC3tdEyTLE982JYH9Pq,341933,4.0,It Don't Mean A Thing If It Ain't Got That Swing,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.287,0.0453,1.0,-28.597,1.0,0.0393,0.994,0.934,0.7,0.135,46.507,audio_features,5F0Zr59HOMzKlRj4RygOmJ,spotify:track:5F0Zr59HOMzKlRj4RygOmJ,https://api.spotify.com/v1/tracks/5F0Zr59HOMzKlRj4RygOmJ,https://api.spotify.com/v1/audio-analysis/5F0Zr59HOMzKlRj4RygOmJ,508600,4.0,Body and Soul,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.371,0.0661,8.0,-26.715,1.0,0.0436,0.994,0.938,0.698,0.256,81.353,audio_features,25DyeE0D4MOj7IYtN3gS4p,spotify:track:25DyeE0D4MOj7IYtN3gS4p,https://api.spotify.com/v1/tracks/25DyeE0D4MOj7IYtN3gS4p,https://api.spotify.com/v1/audio-analysis/25DyeE0D4MOj7IYtN3gS4p,614773,4.0,All the Things You Are,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.323,0.109,9.0,-22.104,0.0,0.0443,0.993,0.929,0.704,0.159,75.562,audio_features,1B0WFf3scXOoGCp9lMlknU,spotify:track:1B0WFf3scXOoGCp9lMlknU,https://api.spotify.com/v1/tracks/1B0WFf3scXOoGCp9lMlknU,https://api.spotify.com/v1/audio-analysis/1B0WFf3scXOoGCp9lMlknU,635493,4.0,Besame Mucho,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.55,0.107,8.0,-25.687,1.0,0.0518,0.993,0.943,0.69,0.522,108.955,audio_features,4d9t3AI8Y7dWriajwj3rsH,spotify:track:4d9t3AI8Y7dWriajwj3rsH,https://api.spotify.com/v1/tracks/4d9t3AI8Y7dWriajwj3rsH,https://api.spotify.com/v1/audio-analysis/4d9t3AI8Y7dWriajwj3rsH,462200,4.0,Seven Come Eleven,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.491,0.137,5.0,-20.6,1.0,0.0496,0.993,0.893,0.686,0.434,98.56,audio_features,7u03teol2a91FTBX2MQPfQ,spotify:track:7u03teol2a91FTBX2MQPfQ,https://api.spotify.com/v1/tracks/7u03teol2a91FTBX2MQPfQ,https://api.spotify.com/v1/audio-analysis/7u03teol2a91FTBX2MQPfQ,412893,4.0,I'm Getting Sentimental Over You,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.524,0.174,10.0,-21.526,0.0,0.0564,0.993,0.943,0.697,0.531,83.566,audio_features,3ZzjLSeeCTK8NFgkspcfNR,spotify:track:3ZzjLSeeCTK8NFgkspcfNR,https://api.spotify.com/v1/tracks/3ZzjLSeeCTK8NFgkspcfNR,https://api.spotify.com/v1/audio-analysis/3ZzjLSeeCTK8NFgkspcfNR,393106,4.0,Birk's Works,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.469,0.0519,3.0,-23.693,0.0,0.045,0.994,0.937,0.704,0.134,110.419,audio_features,1nr2ozhCbP49x0A1yG4hN6,spotify:track:1nr2ozhCbP49x0A1yG4hN6,https://api.spotify.com/v1/tracks/1nr2ozhCbP49x0A1yG4hN6,https://api.spotify.com/v1/audio-analysis/1nr2ozhCbP49x0A1yG4hN6,524000,4.0,'Round Midnight,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.485,0.152,10.0,-21.219,1.0,0.0506,0.992,0.918,0.691,0.596,102.649,audio_features,4p0fg14VunDW1uBarg7e3K,spotify:track:4p0fg14VunDW1uBarg7e3K,https://api.spotify.com/v1/tracks/4p0fg14VunDW1uBarg7e3K,https://api.spotify.com/v1/audio-analysis/4p0fg14VunDW1uBarg7e3K,392960,4.0,Anthropology,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.311,0.0596,4.0,-24.063,0.0,0.0452,0.994,0.822,0.701,0.189,82.382,audio_features,6NwVbGbtbVXfWhzgDWQfZV,spotify:track:6NwVbGbtbVXfWhzgDWQfZV,https://api.spotify.com/v1/tracks/6NwVbGbtbVXfWhzgDWQfZV,https://api.spotify.com/v1/audio-analysis/6NwVbGbtbVXfWhzgDWQfZV,425773,4.0,The Shadow of Your Smile,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.469,0.132,0.0,-23.938,1.0,0.0408,0.992,0.899,0.642,0.308,118.011,audio_features,0QRZO0zzxiwzNIrPOmbiRu,spotify:track:0QRZO0zzxiwzNIrPOmbiRu,https://api.spotify.com/v1/tracks/0QRZO0zzxiwzNIrPOmbiRu,https://api.spotify.com/v1/audio-analysis/0QRZO0zzxiwzNIrPOmbiRu,525760,3.0,All Blues,Reunion,False,Dale Bruning with Bill Frisell,2020-07-26T00:12:05Z
0.366,0.228,5.0,-15.213,1.0,0.0346,0.978,0.886,0.0596,0.0689,159.415,audio_features,7FkyTb9i8esQfljm1q3HhZ,spotify:track:7FkyTb9i8esQfljm1q3HhZ,https://api.spotify.com/v1/tracks/7FkyTb9i8esQfljm1q3HhZ,https://api.spotify.com/v1/audio-analysis/7FkyTb9i8esQfljm1q3HhZ,167870,4.0,The Longest Star,II,False,Nir Felder,2020-07-20T13:00:22Z
0.492,0.698,9.0,-10.087,1.0,0.0334,0.731,0.534,0.155,0.542,109.227,audio_features,1dU0CI7PuKaYsxeM2FvYpj,spotify:track:1dU0CI7PuKaYsxeM2FvYpj,https://api.spotify.com/v1/tracks/1dU0CI7PuKaYsxeM2FvYpj,https://api.spotify.com/v1/audio-analysis/1dU0CI7PuKaYsxeM2FvYpj,386649,3.0,Interregnum,II,False,Nir Felder,2020-07-20T13:00:22Z
0.492,0.509,7.0,-9.258,1.0,0.0473,0.716,0.818,0.133,0.309,86.92,audio_features,0IH3qBDFifulQvRU0d5jjb,spotify:track:0IH3qBDFifulQvRU0d5jjb,https://api.spotify.com/v1/tracks/0IH3qBDFifulQvRU0d5jjb,https://api.spotify.com/v1/audio-analysis/0IH3qBDFifulQvRU0d5jjb,519414,4.0,Fire in August,II,False,Nir Felder,2020-07-20T13:00:22Z
0.481,0.373,0.0,-11.43,1.0,0.028,0.895,0.704,0.104,0.163,115.979,audio_features,6N1T8uBli3HxCwtNdawccU,spotify:track:6N1T8uBli3HxCwtNdawccU,https://api.spotify.com/v1/tracks/6N1T8uBli3HxCwtNdawccU,https://api.spotify.com/v1/audio-analysis/6N1T8uBli3HxCwtNdawccU,475866,3.0,Coronation,II,False,Nir Felder,2020-07-20T13:00:22Z
0.44,0.623,1.0,-9.239,1.0,0.0464,0.343,0.853,0.0749,0.515,131.701,audio_features,3L2lVUvULsvsovP2q6SeFU,spotify:track:3L2lVUvULsvsovP2q6SeFU,https://api.spotify.com/v1/tracks/3L2lVUvULsvsovP2q6SeFU,https://api.spotify.com/v1/audio-analysis/3L2lVUvULsvsovP2q6SeFU,369657,4.0,Big Heat,II,False,Nir Felder,2020-07-20T13:00:22Z
0.326,0.663,9.0,-11.336,0.0,0.0351,0.297,0.742,0.101,0.462,143.347,audio_features,3SOnaJ2ehOihHiyD8gXdsK,spotify:track:3SOnaJ2ehOihHiyD8gXdsK,https://api.spotify.com/v1/tracks/3SOnaJ2ehOihHiyD8gXdsK,https://api.spotify.com/v1/audio-analysis/3SOnaJ2ehOihHiyD8gXdsK,377040,4.0,Big Swim,II,False,Nir Felder,2020-07-20T13:00:22Z
0.389,0.714,4.0,-8.086,0.0,0.0335,0.108,0.554,0.109,0.249,108.149,audio_features,0xhOv5rVcJJ0Wl2xJefSO2,spotify:track:0xhOv5rVcJJ0Wl2xJefSO2,https://api.spotify.com/v1/tracks/0xhOv5rVcJJ0Wl2xJefSO2,https://api.spotify.com/v1/audio-analysis/0xhOv5rVcJJ0Wl2xJefSO2,521314,4.0,War Theory,II,False,Nir Felder,2020-07-20T13:00:22Z
0.359,0.108,5.0,-22.341,0.0,0.0335,0.975,0.293,0.15,0.25,144.326,audio_features,2P0LZ3IfqhyiF05XtfQnY3,spotify:track:2P0LZ3IfqhyiF05XtfQnY3,https://api.spotify.com/v1/tracks/2P0LZ3IfqhyiF05XtfQnY3,https://api.spotify.com/v1/audio-analysis/2P0LZ3IfqhyiF05XtfQnY3,232942,3.0,La ultima palabra,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.444,0.177,2.0,-18.783,1.0,0.0337,0.987,0.624,0.468,0.664,162.796,audio_features,1AsLx6XELy0DJQwrhAGiEh,spotify:track:1AsLx6XELy0DJQwrhAGiEh,https://api.spotify.com/v1/tracks/1AsLx6XELy0DJQwrhAGiEh,https://api.spotify.com/v1/audio-analysis/1AsLx6XELy0DJQwrhAGiEh,181022,3.0,Catorce veinte,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.35,0.273,2.0,-20.467,1.0,0.0376,0.979,0.894,0.116,0.485,178.068,audio_features,1nNtK1d9rN4BfFfuKFR3O3,spotify:track:1nNtK1d9rN4BfFfuKFR3O3,https://api.spotify.com/v1/tracks/1nNtK1d9rN4BfFfuKFR3O3,https://api.spotify.com/v1/audio-analysis/1nNtK1d9rN4BfFfuKFR3O3,184018,3.0,La amorosa,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.576,0.235,11.0,-22.184,0.0,0.0385,0.976,0.92,0.305,0.406,111.845,audio_features,6CZWMYMMyZXfHXUGMi0Hcz,spotify:track:6CZWMYMMyZXfHXUGMi0Hcz,https://api.spotify.com/v1/tracks/6CZWMYMMyZXfHXUGMi0Hcz,https://api.spotify.com/v1/audio-analysis/6CZWMYMMyZXfHXUGMi0Hcz,147005,4.0,La pura ushuta,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.389,0.143,0.0,-22.04,1.0,0.048,0.984,0.901,0.16,0.258,150.917,audio_features,1qx5TgHToBqO6Tc3WGcBmu,spotify:track:1qx5TgHToBqO6Tc3WGcBmu,https://api.spotify.com/v1/tracks/1qx5TgHToBqO6Tc3WGcBmu,https://api.spotify.com/v1/audio-analysis/1qx5TgHToBqO6Tc3WGcBmu,209002,3.0,Danza de la despedida,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.479,0.284,7.0,-17.999,1.0,0.0367,0.984,0.884,0.0766,0.5,119.727,audio_features,2JOuo7wfEgnCW0aQmWo7VM,spotify:track:2JOuo7wfEgnCW0aQmWo7VM,https://api.spotify.com/v1/tracks/2JOuo7wfEgnCW0aQmWo7VM,https://api.spotify.com/v1/audio-analysis/2JOuo7wfEgnCW0aQmWo7VM,226626,4.0,Pajero campana,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.368,0.0689,5.0,-23.161,0.0,0.0462,0.954,0.338,0.129,0.151,50.831,audio_features,5gcldwy1E19GlHHCqYXR3S,spotify:track:5gcldwy1E19GlHHCqYXR3S,https://api.spotify.com/v1/tracks/5gcldwy1E19GlHHCqYXR3S,https://api.spotify.com/v1/audio-analysis/5gcldwy1E19GlHHCqYXR3S,260922,4.0,Triste pampeano,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.449,0.242,3.0,-16.684,1.0,0.0331,0.986,0.763,0.254,0.343,144.001,audio_features,1TnWuL7jGUcLGgcKzObZYO,spotify:track:1TnWuL7jGUcLGgcKzObZYO,https://api.spotify.com/v1/tracks/1TnWuL7jGUcLGgcKzObZYO,https://api.spotify.com/v1/audio-analysis/1TnWuL7jGUcLGgcKzObZYO,276596,4.0,Sones de carillon,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.677,0.302,3.0,-15.564,1.0,0.0449,0.993,0.737,0.161,0.566,116.226,audio_features,53hChEdURFe9fZ8aEGthyG,spotify:track:53hChEdURFe9fZ8aEGthyG,https://api.spotify.com/v1/tracks/53hChEdURFe9fZ8aEGthyG,https://api.spotify.com/v1/audio-analysis/53hChEdURFe9fZ8aEGthyG,102005,4.0,Danza de los llameros,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.396,0.327,2.0,-17.005,1.0,0.0466,0.995,0.872,0.366,0.747,60.509,audio_features,2GytvZIC5C7F6gXrBhbFaU,spotify:track:2GytvZIC5C7F6gXrBhbFaU,https://api.spotify.com/v1/tracks/2GytvZIC5C7F6gXrBhbFaU,https://api.spotify.com/v1/audio-analysis/2GytvZIC5C7F6gXrBhbFaU,199018,4.0,El choclon,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.356,0.105,7.0,-18.208,0.0,0.0385,0.993,0.889,0.13,0.0799,76.516,audio_features,6cQ05kYsZaMuBbkvNEVpuE,spotify:track:6cQ05kYsZaMuBbkvNEVpuE,https://api.spotify.com/v1/tracks/6cQ05kYsZaMuBbkvNEVpuE,https://api.spotify.com/v1/audio-analysis/6cQ05kYsZaMuBbkvNEVpuE,243020,4.0,Cuatro rumbos,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.519,0.129,10.0,-14.677,1.0,0.0516,0.993,0.924,0.235,0.512,162.146,audio_features,1JSIb20ZoCl9s9GmO8Qqrm,spotify:track:1JSIb20ZoCl9s9GmO8Qqrm,https://api.spotify.com/v1/tracks/1JSIb20ZoCl9s9GmO8Qqrm,https://api.spotify.com/v1/audio-analysis/1JSIb20ZoCl9s9GmO8Qqrm,196789,3.0,El paraná en una zamba,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.586,0.233,2.0,-16.33,1.0,0.0753,0.991,0.895,0.13,0.662,187.502,audio_features,1wrwkEG3vFHZ26unf4UCCH,spotify:track:1wrwkEG3vFHZ26unf4UCCH,https://api.spotify.com/v1/tracks/1wrwkEG3vFHZ26unf4UCCH,https://api.spotify.com/v1/audio-analysis/1wrwkEG3vFHZ26unf4UCCH,143685,3.0,El sereno,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.336,0.107,4.0,-20.027,0.0,0.0339,0.991,0.884,0.117,0.361,140.18,audio_features,6fGnNPyBnzPaFwyrmGFE5g,spotify:track:6fGnNPyBnzPaFwyrmGFE5g,https://api.spotify.com/v1/tracks/6fGnNPyBnzPaFwyrmGFE5g,https://api.spotify.com/v1/audio-analysis/6fGnNPyBnzPaFwyrmGFE5g,198925,4.0,Milonga campera,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.682,0.301,2.0,-16.179,1.0,0.0616,0.891,0.87,0.294,0.645,79.724,audio_features,30DEnFoNlGZnmTh9wURffo,spotify:track:30DEnFoNlGZnmTh9wURffo,https://api.spotify.com/v1/tracks/30DEnFoNlGZnmTh9wURffo,https://api.spotify.com/v1/audio-analysis/30DEnFoNlGZnmTh9wURffo,121022,3.0,Flor de chacarera,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.474,0.192,9.0,-16.695,0.0,0.0425,0.924,0.484,0.148,0.458,99.998,audio_features,6VcvVeUUaLLeeZLz1EiOZM,spotify:track:6VcvVeUUaLLeeZLz1EiOZM,https://api.spotify.com/v1/tracks/6VcvVeUUaLLeeZLz1EiOZM,https://api.spotify.com/v1/audio-analysis/6VcvVeUUaLLeeZLz1EiOZM,257880,4.0,El nacimiento del charango,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.492,0.157,4.0,-23.522,0.0,0.0395,0.931,0.734,0.185,0.377,115.852,audio_features,1Ej2vw1u11BY5y1fpJ01Ll,spotify:track:1Ej2vw1u11BY5y1fpJ01Ll,https://api.spotify.com/v1/tracks/1Ej2vw1u11BY5y1fpJ01Ll,https://api.spotify.com/v1/audio-analysis/1Ej2vw1u11BY5y1fpJ01Ll,227021,4.0,Santa cruz,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.516,0.0648,7.0,-14.747,0.0,0.0628,0.994,0.9,0.147,0.156,71.263,audio_features,0yKhZ7VblhMpaOCyOSQRzg,spotify:track:0yKhZ7VblhMpaOCyOSQRzg,https://api.spotify.com/v1/tracks/0yKhZ7VblhMpaOCyOSQRzg,https://api.spotify.com/v1/audio-analysis/0yKhZ7VblhMpaOCyOSQRzg,123019,4.0,Volveré siempre a San Juan,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
,,,,,,,,,,,,4GrLsPyMONVA3X8tPUA5Ys,,,,26842,,Danza de las espuelas,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.38,0.00303,2.0,-22.27,1.0,0.0676,0.982,0.225,0.12,0.229,207.298,audio_features,02a0VPqc5k3cmicQYmihdp,spotify:track:02a0VPqc5k3cmicQYmihdp,https://api.spotify.com/v1/tracks/02a0VPqc5k3cmicQYmihdp,https://api.spotify.com/v1/audio-analysis/02a0VPqc5k3cmicQYmihdp,220984,3.0,El cuando,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.607,0.0845,7.0,-16.368,1.0,0.165,0.987,0.0473,0.0878,0.728,162.637,audio_features,7qWXwtmNGVxp2bUJAY4PJr,spotify:track:7qWXwtmNGVxp2bUJAY4PJr,https://api.spotify.com/v1/tracks/7qWXwtmNGVxp2bUJAY4PJr,https://api.spotify.com/v1/audio-analysis/7qWXwtmNGVxp2bUJAY4PJr,133003,3.0,Cajita de música criolla,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.483,0.225,9.0,-15.204,0.0,0.0423,0.941,0.916,0.0873,0.693,110.548,audio_features,5rxQZkLn6iMqjYLNsgxVAO,spotify:track:5rxQZkLn6iMqjYLNsgxVAO,https://api.spotify.com/v1/tracks/5rxQZkLn6iMqjYLNsgxVAO,https://api.spotify.com/v1/audio-analysis/5rxQZkLn6iMqjYLNsgxVAO,179931,4.0,Misionerita,La ultima palabra,False,Ariel Ramírez,2020-07-20T00:20:36Z
0.413,0.35,7.0,-13.801,1.0,0.0295,0.47,0.372,0.25,0.0779,97.985,audio_features,3g1Rqr09WM9sQ8Q2rqtNAl,spotify:track:3g1Rqr09WM9sQ8Q2rqtNAl,https://api.spotify.com/v1/tracks/3g1Rqr09WM9sQ8Q2rqtNAl,https://api.spotify.com/v1/audio-analysis/3g1Rqr09WM9sQ8Q2rqtNAl,181493,4.0,Overture,La Hija De La Lagrima,False,Charly García,2020-07-19T21:36:40Z
0.628,0.721,0.0,-8.276,1.0,0.0256,0.146,0.0735,0.201,0.493,97.915,audio_features,2RonMv1WBqjjuwcfAOC9Sg,spotify:track:2RonMv1WBqjjuwcfAOC9Sg,https://api.spotify.com/v1/tracks/2RonMv1WBqjjuwcfAOC9Sg,https://api.spotify.com/v1/audio-analysis/2RonMv1WBqjjuwcfAOC9Sg,301200,4.0,Victima,La Hija De La Lagrima,False,Charly García,2020-07-19T21:36:40Z
0.648,0.581,2.0,-10.827,1.0,0.0391,0.17,0.779,0.311,0.462,91.132,audio_features,2hulf8CvwVKcMJydMkCUcO,spotify:track:2hulf8CvwVKcMJydMkCUcO,https://api.spotify.com/v1/tracks/2hulf8CvwVKcMJydMkCUcO,https://api.spotify.com/v1/audio-analysis/2hulf8CvwVKcMJydMkCUcO,170933,4.0,Jaco Y Chofi,La Hija De La Lagrima,False,Charly García,2020-07-19T21:36:40Z
0.161,0.328,5.0,-14.605,1.0,0.0399,0.5,0.000103,0.21,0.0408,108.002,audio_features,2Q9VqurRNTkANxNumAs5aU,spotify:track:2Q9VqurRNTkANxNumAs5aU,https://api.spotify.com/v1/tracks/2Q9VqurRNTkANxNumAs5aU,https://api.spotify.com/v1/audio-analysis/2Q9VqurRNTkANxNumAs5aU,137333,4.0,Atlantis,La Hija De La Lagrima,False,Charly García,2020-07-19T21:36:40Z
0.687,0.57,7.0,-7.361,1.0,0.0385,0.107,0.00078,0.169,0.631,127.893,audio_features,3WBhIsPj9gT77yEW3rH6ts,spotify:track:3WBhIsPj9gT77yEW3rH6ts,https://api.spotify.com/v1/tracks/3WBhIsPj9gT77yEW3rH6ts,https://api.spotify.com/v1/audio-analysis/3WBhIsPj9gT77yEW3rH6ts,218106,4.0,La Sal No Sala,La Hija De La Lagrima,False,Charly García,2020-07-19T21:36:40Z
0.694,0.466,7.0,-10.659,1.0,0.0441,0.132,5.94e-06,0.562,0.655,111.231,audio_features,6pCZYiB2ZoLfDuapZbpKl8,spotify:track:6pCZYiB2ZoLfDuapZbpKl8,https://api.spotify.com/v1/tracks/6pCZYiB2ZoLfDuapZbpKl8,https://api.spotify.com/v1/audio-analysis/6pCZYiB2ZoLfDuapZbpKl8,186466,4.0,Chipi-Chipi,La Hija De La Lagrima,False,Charly García,2020-07-19T21:36:40Z
0.772,0.643,7.0,-10.055,1.0,0.0376,0.297,0.901,0.115,0.881,122.617,audio_features,1RUnGL5KkkO5krVJFtlbp4,spotify:track:1RUnGL5KkkO5krVJFtlbp4,https://api.spotify.com/v1/tracks/1RUnGL5KkkO5krVJFtlbp4,https://api.spotify.com/v1/audio-analysis/1RUnGL5KkkO5krVJFtlbp4,146160,4.0,Calle [Taxi],La Hija De La Lagrima,False,Charly García,2020-07-19T21:36:40Z
0.361,0.335,0.0,-12.992,1.0,0.0308,0.39,0.000113,0.118,0.23,177.935,audio_features,13sPuyjvuaeuQOms1uSuR6,spotify:track:13sPuyjvuaeuQOms1uSuR6,https://api.spotify.com/v1/tracks/13sPuyjvuaeuQOms1uSuR6,https://api.spotify.com/v1/audio-analysis/13sPuyjvuaeuQOms1uSuR6,193026,4.0,Love Is Love,La Hija De La Lagrima,False,Charly García,2020-07-19T21:36:40Z
