danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,album,explicit,artists,added_at
0.403,0.0777,9.0,-20.087,0.0,0.0466,0.994,0.825,0.0752,0.0343,130.486,audio_features,0XOA65yvpBrIeImvZz2Olm,spotify:track:0XOA65yvpBrIeImvZz2Olm,https://api.spotify.com/v1/tracks/0XOA65yvpBrIeImvZz2Olm,https://api.spotify.com/v1/audio-analysis/0XOA65yvpBrIeImvZz2Olm,317999,4.0,Reflection,Hajiyev & Karayev & Melikov & Rzayev & Alizadeh & Mustafazadeh: Azerbaijani Music,False,"Azer Rzayev,Nargiz Aliyarova",2019-10-23T19:00:01Z
0.29,0.0338,7.0,-19.674,1.0,0.0408,0.99,0.859,0.0889,0.046,54.789,audio_features,1zDKQ2kO7sqopZuAUVWU2m,spotify:track:1zDKQ2kO7sqopZuAUVWU2m,https://api.spotify.com/v1/tracks/1zDKQ2kO7sqopZuAUVWU2m,https://api.spotify.com/v1/audio-analysis/1zDKQ2kO7sqopZuAUVWU2m,446999,4.0,Saga,Hajiyev & Karayev & Melikov & Rzayev & Alizadeh & Mustafazadeh: Azerbaijani Music,False,"Akshin Alizadeh,Nargiz Aliyarova",2019-10-23T19:00:01Z
0.426,0.0792,4.0,-21.307,0.0,0.0621,0.995,0.92,0.0654,0.0374,115.35,audio_features,4VIKjHRMivIIwMaXGaILeJ,spotify:track:4VIKjHRMivIIwMaXGaILeJ,https://api.spotify.com/v1/tracks/4VIKjHRMivIIwMaXGaILeJ,https://api.spotify.com/v1/audio-analysis/4VIKjHRMivIIwMaXGaILeJ,176999,4.0,The Sad Waltz,Hajiyev & Karayev & Melikov & Rzayev & Alizadeh & Mustafazadeh: Azerbaijani Music,False,"Akshin Alizadeh,Nargiz Aliyarova",2019-10-23T19:00:01Z
0.289,0.0495,4.0,-22.672,0.0,0.048,0.991,0.925,0.0761,0.0398,121.756,audio_features,1GLJBeB7HC2vyGuEFbtKQI,spotify:track:1GLJBeB7HC2vyGuEFbtKQI,https://api.spotify.com/v1/tracks/1GLJBeB7HC2vyGuEFbtKQI,https://api.spotify.com/v1/audio-analysis/1GLJBeB7HC2vyGuEFbtKQI,488000,3.0,Music for Piano,Hajiyev & Karayev & Melikov & Rzayev & Alizadeh & Mustafazadeh: Azerbaijani Music,False,"Franghiz Ali-Zadeh,Nargiz Aliyarova",2019-10-23T19:00:01Z
0.35,0.027,3.0,-26.854,1.0,0.0444,0.991,0.804,0.07,0.0392,71.364,audio_features,0uzdnrq0F5AyvVFBKeOJra,spotify:track:0uzdnrq0F5AyvVFBKeOJra,https://api.spotify.com/v1/tracks/0uzdnrq0F5AyvVFBKeOJra,https://api.spotify.com/v1/audio-analysis/0uzdnrq0F5AyvVFBKeOJra,161000,3.0,March,Hajiyev & Karayev & Melikov & Rzayev & Alizadeh & Mustafazadeh: Azerbaijani Music,False,"Vagif Mustafazade,Nargiz Aliyarova",2019-10-23T19:00:01Z
0.399,0.11,10.0,-19.54,1.0,0.0396,0.994,0.886,0.0806,0.0385,133.994,audio_features,61wmcvex89g2GdKQKyCsOk,spotify:track:61wmcvex89g2GdKQKyCsOk,https://api.spotify.com/v1/tracks/61wmcvex89g2GdKQKyCsOk,https://api.spotify.com/v1/audio-analysis/61wmcvex89g2GdKQKyCsOk,351999,3.0,Monsieur Bee Line - Eccentric,Hajiyev & Karayev & Melikov & Rzayev & Alizadeh & Mustafazadeh: Azerbaijani Music,False,"Faradj Karayev,Nargiz Aliyarova",2019-10-23T19:00:01Z
0.52,0.126,9.0,-20.242,0.0,0.0616,0.994,0.862,0.147,0.235,124.054,audio_features,1v72NLFIXX9o7AelqS5IBg,spotify:track:1v72NLFIXX9o7AelqS5IBg,https://api.spotify.com/v1/tracks/1v72NLFIXX9o7AelqS5IBg,https://api.spotify.com/v1/audio-analysis/1v72NLFIXX9o7AelqS5IBg,449999,4.0,Sketches in the Spirit of Watteau,Hajiyev & Karayev & Melikov & Rzayev & Alizadeh & Mustafazadeh: Azerbaijani Music,False,"Ismayil Hajibeyov,Nargiz Aliyarova",2019-10-23T19:00:01Z
0.345,0.0749,0.0,-29.327,1.0,0.0455,0.987,0.894,0.12,0.0668,127.867,audio_features,1KqOa4gA6gbuNxz68udmZQ,spotify:track:1KqOa4gA6gbuNxz68udmZQ,https://api.spotify.com/v1/tracks/1KqOa4gA6gbuNxz68udmZQ,https://api.spotify.com/v1/audio-analysis/1KqOa4gA6gbuNxz68udmZQ,577999,4.0,Seven Pieces with Interludes in Mugham Modes,Hajiyev & Karayev & Melikov & Rzayev & Alizadeh & Mustafazadeh: Azerbaijani Music,False,"Javanshir Guliyev,Nargiz Aliyarova",2019-10-23T19:00:01Z
0.292,0.0681,4.0,-21.069,0.0,0.0612,0.995,0.882,0.0509,0.0384,71.078,audio_features,30TEJuZNoloD40BtyFqbst,spotify:track:30TEJuZNoloD40BtyFqbst,https://api.spotify.com/v1/tracks/30TEJuZNoloD40BtyFqbst,https://api.spotify.com/v1/audio-analysis/30TEJuZNoloD40BtyFqbst,262999,4.0,Ballad About the Motherland,Hajiyev & Karayev & Melikov & Rzayev & Alizadeh & Mustafazadeh: Azerbaijani Music,False,"Faik Sudjaddinov,Nargiz Aliyarova",2019-10-23T19:00:01Z
0.258,0.0401,7.0,-23.449,0.0,0.0432,0.906,0.031,0.213,0.08,94.715,audio_features,3gZwHyJcFra0OKD4cXzTuB,spotify:track:3gZwHyJcFra0OKD4cXzTuB,https://api.spotify.com/v1/tracks/3gZwHyJcFra0OKD4cXzTuB,https://api.spotify.com/v1/audio-analysis/3gZwHyJcFra0OKD4cXzTuB,88666,1.0,Mongolian Traditional longsong,Silk Road Journeys - When Strangers Meet (Remastered),False,"Traditional,Ganbaatar Khongorzul",2019-10-23T18:37:11Z
0.161,0.0252,3.0,-27.241,1.0,0.0409,0.921,0.178,0.178,0.0387,84.372,audio_features,4H86lOmXnDWWqJS4laY6XH,spotify:track:4H86lOmXnDWWqJS4laY6XH,https://api.spotify.com/v1/tracks/4H86lOmXnDWWqJS4laY6XH,https://api.spotify.com/v1/audio-analysis/4H86lOmXnDWWqJS4laY6XH,677573,3.0,Legend of Herlen,Silk Road Journeys - When Strangers Meet (Remastered),False,"Byambasuren Sharav,Yo-Yo Ma",2019-10-23T18:37:11Z
0.578,0.255,0.0,-19.951,0.0,0.041,0.134,0.00502,0.0623,0.596,132.861,audio_features,1SyzKz6vkpfotIRPQBNDvs,spotify:track:1SyzKz6vkpfotIRPQBNDvs,https://api.spotify.com/v1/tracks/1SyzKz6vkpfotIRPQBNDvs,https://api.spotify.com/v1/audio-analysis/1SyzKz6vkpfotIRPQBNDvs,262640,4.0,Blue Little Flower (Chinese Traditional),Silk Road Journeys - When Strangers Meet (Remastered),False,"Traditional,Yo-Yo Ma",2019-10-23T18:37:11Z
0.412,0.122,11.0,-21.616,0.0,0.0367,0.774,0.324,0.0247,0.452,98.051,audio_features,0S7bqkb5oaI3DEukXPFL7Q,spotify:track:0S7bqkb5oaI3DEukXPFL7Q,https://api.spotify.com/v1/tracks/0S7bqkb5oaI3DEukXPFL7Q,https://api.spotify.com/v1/audio-analysis/0S7bqkb5oaI3DEukXPFL7Q,231560,4.0,Mido Mountain (Chinese Traditional),Silk Road Journeys - When Strangers Meet (Remastered),False,"Traditional,Yo-Yo Ma",2019-10-23T18:37:11Z
0.419,0.111,10.0,-25.086,1.0,0.064,0.804,0.341,0.106,0.0385,130.17,audio_features,7bM3a1TMOZRYAp6ab5RpJy,spotify:track:7bM3a1TMOZRYAp6ab5RpJy,https://api.spotify.com/v1/tracks/7bM3a1TMOZRYAp6ab5RpJy,https://api.spotify.com/v1/audio-analysis/7bM3a1TMOZRYAp6ab5RpJy,707960,3.0,Moon over Guan Mountain,Silk Road Journeys - When Strangers Meet (Remastered),False,"Zhao Ji-Ping,Yo-Yo Ma",2019-10-23T18:37:11Z
0.355,0.0528,7.0,-27.086,0.0,0.0509,0.993,0.802,0.105,0.246,86.239,audio_features,4GbgIiRopuz1lijMdav5Nv,spotify:track:4GbgIiRopuz1lijMdav5Nv,https://api.spotify.com/v1/tracks/4GbgIiRopuz1lijMdav5Nv,https://api.spotify.com/v1/audio-analysis/4GbgIiRopuz1lijMdav5Nv,118333,4.0,No. 3 Miero vuotti uutta kuuta from Five Finnish Folk Songs - Edited Version,Silk Road Journeys - When Strangers Meet (Remastered),False,"Michio Mamiya,Yo-Yo Ma",2019-10-23T18:37:11Z
0.309,0.0374,10.0,-30.075,1.0,0.0617,0.993,0.892,0.119,0.236,68.788,audio_features,2ONic0BB9ZIe8ml7ZbQqab,spotify:track:2ONic0BB9ZIe8ml7ZbQqab,https://api.spotify.com/v1/tracks/2ONic0BB9ZIe8ml7ZbQqab,https://api.spotify.com/v1/audio-analysis/2ONic0BB9ZIe8ml7ZbQqab,146000,3.0,No. 5 Joiku from Five Finnish Folk Songs - Edited Version,Silk Road Journeys - When Strangers Meet (Remastered),False,"Michio Mamiya,Yo-Yo Ma",2019-10-23T18:37:11Z
0.244,0.18,11.0,-22.085,1.0,0.0387,0.867,0.566,0.0453,0.155,83.41,audio_features,1ezANRhOu41ndn7xABSErT,spotify:track:1ezANRhOu41ndn7xABSErT,https://api.spotify.com/v1/tracks/1ezANRhOu41ndn7xABSErT,https://api.spotify.com/v1/audio-analysis/1ezANRhOu41ndn7xABSErT,361106,4.0,Persian Traditional Avaz-e Dashti,Silk Road Journeys - When Strangers Meet (Remastered),False,"Traditional,Kayhan Kalhor,Siamak Jahangiri,Siamak Aghaei",2019-10-23T18:37:11Z
0.292,0.182,2.0,-22.561,1.0,0.0553,0.854,0.404,0.0967,0.128,98.133,audio_features,2uAGKMSSVgux2uWbHOCDJN,spotify:track:2uAGKMSSVgux2uWbHOCDJN,https://api.spotify.com/v1/tracks/2uAGKMSSVgux2uWbHOCDJN,https://api.spotify.com/v1/audio-analysis/2uAGKMSSVgux2uWbHOCDJN,803733,4.0,Habil-Sayagy (In Habil's Style),Silk Road Journeys - When Strangers Meet (Remastered),False,"Franghiz Ali-Zadeh,Yo-Yo Ma",2019-10-23T18:37:11Z
0.229,0.131,2.0,-20.129,1.0,0.0414,0.724,0.342,0.0476,0.0939,80.458,audio_features,3fDbF12XdhgW5DYXEvH2LC,spotify:track:3fDbF12XdhgW5DYXEvH2LC,https://api.spotify.com/v1/tracks/3fDbF12XdhgW5DYXEvH2LC,https://api.spotify.com/v1/audio-analysis/3fDbF12XdhgW5DYXEvH2LC,933200,4.0,Blue As The Turquoise Night of Neyshabur,Silk Road Journeys - When Strangers Meet (Remastered),False,"Kayhan Kalhor,Yo-Yo Ma",2019-10-23T18:37:11Z
0.572,0.166,5.0,-22.384,1.0,0.035,0.643,0.0293,0.0941,0.572,95.184,audio_features,2EK109Di1JLrYOKQwtYEeF,spotify:track:2EK109Di1JLrYOKQwtYEeF,https://api.spotify.com/v1/tracks/2EK109Di1JLrYOKQwtYEeF,https://api.spotify.com/v1/audio-analysis/2EK109Di1JLrYOKQwtYEeF,283360,3.0,Chi passa per'sta strada,Silk Road Journeys - When Strangers Meet (Remastered),False,"Filippo Azzaiolo,Yo-Yo Ma",2019-10-23T18:37:11Z
0.291,0.0613,0.0,-26.409,1.0,0.0445,0.718,0.0452,0.0909,0.0563,108.767,audio_features,4NlD9Nxe9gZtposW0iO2CW,spotify:track:4NlD9Nxe9gZtposW0iO2CW,https://api.spotify.com/v1/tracks/4NlD9Nxe9gZtposW0iO2CW,https://api.spotify.com/v1/audio-analysis/4NlD9Nxe9gZtposW0iO2CW,94733,4.0,"Desert Capriccio (Music from the film Crouching Tiger, Hidden Dragon)",Silk Road Journeys - When Strangers Meet (Remastered),False,"Tan Dun,Yo-Yo Ma",2019-10-23T18:37:11Z
0.892,0.414,8.0,-12.8,0.0,0.0432,0.296,0.00865,0.0876,0.786,105.99,audio_features,4wqUJ3Rnexg65vE6NJk2Fr,spotify:track:4wqUJ3Rnexg65vE6NJk2Fr,https://api.spotify.com/v1/tracks/4wqUJ3Rnexg65vE6NJk2Fr,https://api.spotify.com/v1/audio-analysis/4wqUJ3Rnexg65vE6NJk2Fr,135560,4.0,Los Arados,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.458,0.331,1.0,-20.2,0.0,0.0629,0.759,0.807,0.0872,0.177,84.037,audio_features,2l1vklCH4T8ZoTJdNk4B5p,spotify:track:2l1vklCH4T8ZoTJdNk4B5p,https://api.spotify.com/v1/tracks/2l1vklCH4T8ZoTJdNk4B5p,https://api.spotify.com/v1/audio-analysis/2l1vklCH4T8ZoTJdNk4B5p,235600,4.0,Huajra,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.839,0.3,4.0,-10.991,1.0,0.0312,0.699,0.0,0.0719,0.896,100.961,audio_features,40482eXoVSua3BkQhVCHSv,spotify:track:40482eXoVSua3BkQhVCHSv,https://api.spotify.com/v1/tracks/40482eXoVSua3BkQhVCHSv,https://api.spotify.com/v1/audio-analysis/40482eXoVSua3BkQhVCHSv,204693,4.0,"Nuestro Mexico, Febrero 23",Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.641,0.171,11.0,-17.477,1.0,0.0353,0.666,0.0588,0.114,0.354,111.476,audio_features,60Pp4OJr3mx8zBAcouNhY3,spotify:track:60Pp4OJr3mx8zBAcouNhY3,https://api.spotify.com/v1/tracks/60Pp4OJr3mx8zBAcouNhY3,https://api.spotify.com/v1/audio-analysis/60Pp4OJr3mx8zBAcouNhY3,176982,3.0,Dolencias,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.622,0.33,8.0,-13.742,0.0,0.0409,0.529,0.0,0.245,0.607,121.376,audio_features,0hObpaxhC7lA3GEgu4jB0h,spotify:track:0hObpaxhC7lA3GEgu4jB0h,https://api.spotify.com/v1/tracks/0hObpaxhC7lA3GEgu4jB0h,https://api.spotify.com/v1/audio-analysis/0hObpaxhC7lA3GEgu4jB0h,190106,3.0,La Petenera,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.576,0.374,8.0,-11.358,0.0,0.0726,0.272,1.56e-05,0.259,0.237,112.319,audio_features,5R4OT4k0S0jT1XsSWu3xLO,spotify:track:5R4OT4k0S0jT1XsSWu3xLO,https://api.spotify.com/v1/tracks/5R4OT4k0S0jT1XsSWu3xLO,https://api.spotify.com/v1/audio-analysis/5R4OT4k0S0jT1XsSWu3xLO,122760,4.0,La Mariposa,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.656,0.382,6.0,-13.261,1.0,0.0629,0.501,0.0538,0.134,0.734,78.631,audio_features,7t4k6J6AOQU7jLC6CDOmok,spotify:track:7t4k6J6AOQU7jLC6CDOmok,https://api.spotify.com/v1/tracks/7t4k6J6AOQU7jLC6CDOmok,https://api.spotify.com/v1/audio-analysis/7t4k6J6AOQU7jLC6CDOmok,161173,4.0,Flor De Sancayo,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.582,0.304,4.0,-17.575,1.0,0.0414,0.551,0.65,0.109,0.737,150.907,audio_features,2Q6COjmvZC6pDRHlcbGkZ0,spotify:track:2Q6COjmvZC6pDRHlcbGkZ0,https://api.spotify.com/v1/tracks/2Q6COjmvZC6pDRHlcbGkZ0,https://api.spotify.com/v1/audio-analysis/2Q6COjmvZC6pDRHlcbGkZ0,142266,3.0,Fiesta Puneña,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.555,0.234,4.0,-14.844,1.0,0.0666,0.847,0.0392,0.161,0.387,176.63,audio_features,0seew9boXNtnVLau5gBTFi,spotify:track:0seew9boXNtnVLau5gBTFi,https://api.spotify.com/v1/tracks/0seew9boXNtnVLau5gBTFi,https://api.spotify.com/v1/audio-analysis/0seew9boXNtnVLau5gBTFi,131982,4.0,Amores Hallaras,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.437,0.148,1.0,-16.626,0.0,0.0374,0.777,0.00075,0.0962,0.128,138.196,audio_features,6AajAcoPzXZklIZRqEyqmL,spotify:track:6AajAcoPzXZklIZRqEyqmL,https://api.spotify.com/v1/tracks/6AajAcoPzXZklIZRqEyqmL,https://api.spotify.com/v1/audio-analysis/6AajAcoPzXZklIZRqEyqmL,229533,3.0,A Vos Te Hay De Pesar,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.654,0.334,4.0,-16.402,1.0,0.0767,0.846,0.0,0.102,0.641,134.798,audio_features,35TVXBTnuME36Dx0FqpQkt,spotify:track:35TVXBTnuME36Dx0FqpQkt,https://api.spotify.com/v1/tracks/35TVXBTnuME36Dx0FqpQkt,https://api.spotify.com/v1/audio-analysis/35TVXBTnuME36Dx0FqpQkt,137640,3.0,Sirviñaco,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.775,0.453,11.0,-18.186,1.0,0.343,0.256,0.00234,0.0603,0.217,78.2,audio_features,1DYY81F9pqi2eamJ4j5vCD,spotify:track:1DYY81F9pqi2eamJ4j5vCD,https://api.spotify.com/v1/tracks/1DYY81F9pqi2eamJ4j5vCD,https://api.spotify.com/v1/audio-analysis/1DYY81F9pqi2eamJ4j5vCD,121426,4.0,Tema De La Quebrada De Humahuaca,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.476,0.537,1.0,-14.784,0.0,0.0588,0.482,1.82e-06,0.0859,0.681,172.2,audio_features,3FvJ3inNm5mek9kLVdP5zm,spotify:track:3FvJ3inNm5mek9kLVdP5zm,https://api.spotify.com/v1/tracks/3FvJ3inNm5mek9kLVdP5zm,https://api.spotify.com/v1/audio-analysis/3FvJ3inNm5mek9kLVdP5zm,186066,3.0,Tinku,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.631,0.151,1.0,-18.473,1.0,0.0957,0.855,0.000106,0.121,0.361,79.127,audio_features,6CEVtpF3zQ5M90xxlwQb1j,spotify:track:6CEVtpF3zQ5M90xxlwQb1j,https://api.spotify.com/v1/tracks/6CEVtpF3zQ5M90xxlwQb1j,https://api.spotify.com/v1/audio-analysis/6CEVtpF3zQ5M90xxlwQb1j,162973,3.0,Papel De Plata,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.568,0.363,4.0,-17.618,0.0,0.0537,0.698,0.941,0.0858,0.866,169.158,audio_features,0qjbaaNpr69AsIVCgXFBt5,spotify:track:0qjbaaNpr69AsIVCgXFBt5,https://api.spotify.com/v1/tracks/0qjbaaNpr69AsIVCgXFBt5,https://api.spotify.com/v1/audio-analysis/0qjbaaNpr69AsIVCgXFBt5,108600,3.0,Subida,Canto De Pueblos Andinos 1,False,Inti-Illimani,2019-10-22T22:58:38Z
0.738,0.368,9.0,-13.844,0.0,0.27,0.738,0.212,0.655,0.744,86.018,audio_features,7qgHUte49KWIQPy0tdS12k,spotify:track:7qgHUte49KWIQPy0tdS12k,https://api.spotify.com/v1/tracks/7qgHUte49KWIQPy0tdS12k,https://api.spotify.com/v1/audio-analysis/7qgHUte49KWIQPy0tdS12k,192121,4.0,Alturas,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.71,0.498,7.0,-13.223,1.0,0.42,0.525,3.55e-06,0.233,0.831,160.012,audio_features,1phHlpT8g9YioixpElwyTK,spotify:track:1phHlpT8g9YioixpElwyTK,https://api.spotify.com/v1/tracks/1phHlpT8g9YioixpElwyTK,https://api.spotify.com/v1/audio-analysis/1phHlpT8g9YioixpElwyTK,215852,4.0,La fiesta de San Benito,Antología I (1973-1978),False,"Inti IIlimani,Various Artists",2019-10-22T22:50:39Z
0.726,0.663,8.0,-11.719,0.0,0.0356,0.822,0.00216,0.118,0.731,102.84,audio_features,46QFNA1x0fFybUr6khDbcb,spotify:track:46QFNA1x0fFybUr6khDbcb,https://api.spotify.com/v1/tracks/46QFNA1x0fFybUr6khDbcb,https://api.spotify.com/v1/audio-analysis/46QFNA1x0fFybUr6khDbcb,198019,4.0,Rin del angelito,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.571,0.448,0.0,-11.283,1.0,0.0368,0.0638,0.0312,0.694,0.111,132.32,audio_features,3dMxT6swAEPNiFN5ZTNjJx,spotify:track:3dMxT6swAEPNiFN5ZTNjJx,https://api.spotify.com/v1/tracks/3dMxT6swAEPNiFN5ZTNjJx,https://api.spotify.com/v1/audio-analysis/3dMxT6swAEPNiFN5ZTNjJx,209954,3.0,Tatatí,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.729,0.341,3.0,-11.123,1.0,0.0427,0.902,1.24e-05,0.0716,0.653,131.482,audio_features,0RQfwchQ0kVerstzpCGZdt,spotify:track:0RQfwchQ0kVerstzpCGZdt,https://api.spotify.com/v1/tracks/0RQfwchQ0kVerstzpCGZdt,https://api.spotify.com/v1/audio-analysis/0RQfwchQ0kVerstzpCGZdt,167044,3.0,Simón Bolívar,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.565,0.365,6.0,-9.811,0.0,0.0413,0.815,0.0,0.672,0.179,130.088,audio_features,7irxnofTcigmaOxY0TBTkr,spotify:track:7irxnofTcigmaOxY0TBTkr,https://api.spotify.com/v1/tracks/7irxnofTcigmaOxY0TBTkr,https://api.spotify.com/v1/audio-analysis/7irxnofTcigmaOxY0TBTkr,212648,3.0,Exiliada del sur,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.583,0.741,7.0,-9.256,1.0,0.0389,0.723,0.0,0.788,0.928,111.843,audio_features,3rKXECem8EJMUK7GwDq6ac,spotify:track:3rKXECem8EJMUK7GwDq6ac,https://api.spotify.com/v1/tracks/3rKXECem8EJMUK7GwDq6ac,https://api.spotify.com/v1/audio-analysis/3rKXECem8EJMUK7GwDq6ac,192446,3.0,Lo que más quiero,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.308,0.281,4.0,-13.098,0.0,0.034,0.828,0.599,0.703,0.137,79.085,audio_features,7xxl2XdWhHqknMcv5r4BKw,spotify:track:7xxl2XdWhHqknMcv5r4BKw,https://api.spotify.com/v1/tracks/7xxl2XdWhHqknMcv5r4BKw,https://api.spotify.com/v1/audio-analysis/7xxl2XdWhHqknMcv5r4BKw,268515,4.0,Run Run se fue pa'l norte,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.505,0.352,2.0,-11.443,0.0,0.03,0.757,1.62e-05,0.673,0.2,100.989,audio_features,5u94pCLKGAihXMkzmsYh8v,spotify:track:5u94pCLKGAihXMkzmsYh8v,https://api.spotify.com/v1/tracks/5u94pCLKGAihXMkzmsYh8v,https://api.spotify.com/v1/audio-analysis/5u94pCLKGAihXMkzmsYh8v,183298,3.0,Corazón maldito,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.434,0.539,7.0,-10.688,0.0,0.0331,0.869,0.0,0.948,0.313,105.147,audio_features,2lB1HPsTtULei8juxi8OPq,spotify:track:2lB1HPsTtULei8juxi8OPq,https://api.spotify.com/v1/tracks/2lB1HPsTtULei8juxi8OPq,https://api.spotify.com/v1/audio-analysis/2lB1HPsTtULei8juxi8OPq,275110,4.0,El pueblo unido jamás será vencido,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.365,0.363,4.0,-14.987,1.0,0.0438,0.845,0.442,0.238,0.225,197.512,audio_features,1liwxRo3c5uXIcv3gT8D2D,spotify:track:1liwxRo3c5uXIcv3gT8D2D,https://api.spotify.com/v1/tracks/1liwxRo3c5uXIcv3gT8D2D,https://api.spotify.com/v1/audio-analysis/1liwxRo3c5uXIcv3gT8D2D,187756,3.0,Dolencias,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.595,0.23,3.0,-16.193,0.0,0.278,0.835,0.0916,0.114,0.514,78.209,audio_features,0dSJSZzt5wzjgDsudNJgsy,spotify:track:0dSJSZzt5wzjgDsudNJgsy,https://api.spotify.com/v1/tracks/0dSJSZzt5wzjgDsudNJgsy,https://api.spotify.com/v1/audio-analysis/0dSJSZzt5wzjgDsudNJgsy,164768,3.0,Papel de plata,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.597,0.264,6.0,-12.466,1.0,0.0504,0.834,0.0,0.709,0.163,104.377,audio_features,4HbiaKfv6TikY4FM4qakwb,spotify:track:4HbiaKfv6TikY4FM4qakwb,https://api.spotify.com/v1/tracks/4HbiaKfv6TikY4FM4qakwb,https://api.spotify.com/v1/audio-analysis/4HbiaKfv6TikY4FM4qakwb,287045,4.0,Arriba quemando el sol,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.708,0.592,2.0,-9.583,0.0,0.0357,0.323,2.03e-05,0.714,0.807,122.622,audio_features,5yX1aNGwdAU4id4yJmWuUt,spotify:track:5yX1aNGwdAU4id4yJmWuUt,https://api.spotify.com/v1/tracks/5yX1aNGwdAU4id4yJmWuUt,https://api.spotify.com/v1/audio-analysis/5yX1aNGwdAU4id4yJmWuUt,235125,4.0,Señora Chichera,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.556,0.175,4.0,-15.724,0.0,0.0354,0.928,6.93e-05,0.11,0.541,73.414,audio_features,5oUkZPM1OcLHk9bXgJ0QME,spotify:track:5oUkZPM1OcLHk9bXgJ0QME,https://api.spotify.com/v1/tracks/5oUkZPM1OcLHk9bXgJ0QME,https://api.spotify.com/v1/audio-analysis/5oUkZPM1OcLHk9bXgJ0QME,171223,4.0,Ojos azules,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.629,0.437,4.0,-10.404,1.0,0.0548,0.896,0.00201,0.175,0.428,126.647,audio_features,6iAnpExoEkMj7YzXp8Etwo,spotify:track:6iAnpExoEkMj7YzXp8Etwo,https://api.spotify.com/v1/tracks/6iAnpExoEkMj7YzXp8Etwo,https://api.spotify.com/v1/audio-analysis/6iAnpExoEkMj7YzXp8Etwo,208654,4.0,América novia mía,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.36,0.18,2.0,-15.158,0.0,0.0404,0.962,0.0261,0.101,0.143,83.734,audio_features,3kR4p2QHV6BuG1D2W6ZgWV,spotify:track:3kR4p2QHV6BuG1D2W6ZgWV,https://api.spotify.com/v1/tracks/3kR4p2QHV6BuG1D2W6ZgWV,https://api.spotify.com/v1/audio-analysis/3kR4p2QHV6BuG1D2W6ZgWV,296565,4.0,Juanito Laguna,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
0.615,0.571,1.0,-9.365,0.0,0.0352,0.869,1.63e-05,0.16,0.534,123.307,audio_features,5ThCmmGzCBxexrfOpdZFly,spotify:track:5ThCmmGzCBxexrfOpdZFly,https://api.spotify.com/v1/tracks/5ThCmmGzCBxexrfOpdZFly,https://api.spotify.com/v1/audio-analysis/5ThCmmGzCBxexrfOpdZFly,159288,4.0,La denuncia - con Isabel Parra,Antología I (1973-1978),False,"Inti-Illimani,Various Artists",2019-10-22T22:50:39Z
